"pfil_gene","gene_name","contig","Entrez_id","pN_mc","pS_mc","pN_pipra","pS_pipra","pN_all","pS_all","dN_orig","dS_orig","pN","pS","dN","dS","pN.pS","dN.dS","alpha","NeutralityIndex","fisher.test.P","fisher.test.Padj","best_anno","dummy_name","GO"
"NIPBL","NIPBL","NW_021939324.1",103755646,3,6,0,0,0,0,3,20,3,6,3,20,0.5,0.15,-2.33333333333333,3.33333333333333,0.314029477196885,1,"NIPBL","NIPBL","GO:0007064;GO:0031065;GO:0040018;GO:0001656;GO:0003151;GO:0035136;GO:0003007;GO:0035115;GO:0045892;GO:0048589;GO:0060325;GO:0034613;GO:0048557;GO:0042471;GO:0048703;GO:1990414;GO:0071921;GO:2001224;GO:0035261;GO:0007605;GO:0061010;GO:0048592;GO:0071169;GO:0071733;GO:0007420;GO:0048565;GO:0019827;GO:0071481;GO:0006974;GO:0034088;GO:0045778;GO:1905406;GO:0000122;GO:0034087;GO:0061038;GO:0045444;GO:0048638;GO:0045995;GO:0050890;GO:0042634"
"NIPSNAP1","NIPSNAP1","NW_021940840.1",115307996,4,3,0,1,0,1,2,5,4,5,2,5,0.8,0.4,-1,2,0.632867132867133,1,"NIPSNAP1","NIPSNAP1","GO:0019233"
"NIPSNAP2","NIPSNAP2","NW_021940460.1",103763735,0,1,0,0,0,0,0,4,0,1,0,4,0,0,NA,NA,NA,NA,"NIPSNAP2","NIPSNAP2","GO:1901843;GO:0007005;GO:0006119"
"NIPSNAP3A","NIPSNAP3A","NW_021940917.1",103758409,0,2,0,0,0,0,3,1,0,2,3,1,0,3,1,0,0.4,1,"NIPSNAP3A",NA,NA
"NISCH","NISCH","NW_021939063.1",103757482,15,15,3,1,0,1,3,10,18,17,3,10,1.05882352941176,0.3,-2.52941176470588,3.52941176470588,0.107114666470093,1,"NISCH","NISCH","GO:0016601;GO:0006006;GO:0008217;GO:0030036;GO:0030336;GO:0048243;GO:0032228;GO:0006915"
"NIT2","NIT2","NW_021940122.1",103753803,4,5,0,2,0,0,1,1,4,7,1,1,0.571428571428571,1,0.428571428571429,0.571428571428571,1,1,"NIT2","NIT2","GO:0006528;GO:0006541;GO:0043312;GO:0006107"
"NKAIN3","NKAIN3","NW_021939396.1",103755088,1,1,1,0,0,0,0,1,2,1,0,1,2,0,-Inf,Inf,1,1,"NKAIN3","NKAIN3","GO:0002028"
"NKAIN4","NKAIN4","NW_021939960.1",103766036,3,0,0,1,0,0,0,0,3,1,0,0,3,NA,NA,NA,NA,NA,"NKAIN4","NKAIN4","GO:0002028"
"NKAP","NKAP","NW_021939395.1",103763917,0,4,0,1,0,0,1,6,0,5,1,6,0,0.166666666666667,1,0,1,1,"NKAP","NKAP","GO:0045892;GO:0000122;GO:0007219;GO:0046638;GO:0010468"
"NKAPD1","NKAPD1","NW_021940545.1",103762247,5,3,0,2,0,0,0,1,5,5,0,1,1,0,-Inf,Inf,1,1,"NKAPD1",NA,NA
"NKD1","NKD1","NW_021938838.1",103757422,5,2,0,0,0,0,1,2,5,2,1,2,2.5,0.5,-4,5,0.5,1,"NKD1","NKD1","GO:0007525;GO:1901233;GO:0045732;GO:0016055;GO:0001754;GO:0090090;GO:0030178;GO:0090249;GO:2000096;GO:1901231"
"NKIRAS1","NKIRAS1","NW_021940535.1",103757568,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"NKIRAS1","NKIRAS1","GO:0007249"
"NKIRAS2","NKIRAS2","NW_021940764.1",103757739,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"NKIRAS2","NKIRAS2","GO:0007249"
"NKRF","NKRF","NW_021939395.1",103763881,3,7,2,1,0,0,6,7,5,8,6,7,0.625,0.857142857142857,0.270833333333333,0.729166666666667,1,1,"NKRF","NKRF","GO:0045892;GO:0045944"
"NKTR","NKTR","NW_021938949.1",103756346,3,21,1,9,0,0,4,12,4,30,4,12,0.133333333333333,0.333333333333333,0.6,0.4,0.248832681277231,1,"NKTR","NKTR","GO:0000413;GO:0006457"
"NKX2-1","NKX2-1","NW_021940750.1",103758695,1,1,0,0,0,0,0,0,1,1,0,0,1,NA,NA,NA,NA,NA,"NKX2-1","NKX2-1","GO:0000122;GO:0048646;GO:0021892;GO:0006357;GO:0060510;GO:0009725;GO:0045893;GO:0021983;GO:0021798;GO:0060441;GO:0030154;GO:0060430;GO:0007626;GO:0006644;GO:0021877;GO:0021795;GO:0030512;GO:0042753;GO:0045944;GO:0007411;GO:0001764;GO:0030324;GO:0010719;GO:0030336;GO:0048511;GO:0033327;GO:0007492;GO:0007420;GO:0021766;GO:0021759;GO:0060486;GO:0045892;GO:0031128;GO:0030878;GO:0030900;GO:0010628;GO:0048709"
"NKX2-5","NKX2-5","NW_021939882.1",103764897,0,7,0,1,0,0,1,2,0,8,1,2,0,0.5,1,0,0.272727272727273,1,"NKX2-5","NKX2-5","GO:0048536;GO:0055008;GO:0060261;GO:0055015;GO:0060413;GO:0045944;GO:1903779;GO:0060412;GO:0001947;GO:0060048;GO:0000122;GO:0030154;GO:0045666;GO:0003148;GO:0045893;GO:0003007;GO:0010832;GO:0003161;GO:0003228;GO:0006357;GO:0090090;GO:0051891;GO:0010735;GO:0003285;GO:0055014;GO:0055007;GO:0001570;GO:0060037;GO:0055117;GO:0035050;GO:0030878;GO:0008284;GO:0007512;GO:0010667;GO:0045892;GO:0030097;GO:0003221;GO:0010765;GO:0055013;GO:0043066;GO:0045823;GO:0003180"
"NKX2-8","NKX2-8","NW_021940750.1",108641291,0,0,0,0,0,0,1,1,0,0,1,1,NA,1,NA,NA,NA,NA,"NKX2-8","NKX2-8","GO:0006351;GO:0050680;GO:0001889;GO:0045944;GO:0030154;GO:0030324;GO:0007409;GO:0006366;GO:0006357"
"NKX6-2","LOC103761923","NW_021938754.1",103761923,1,2,0,1,0,0,0,0,1,3,0,0,0.333333333333333,NA,NA,NA,NA,NA,"NKX6-2","NKX6-2","GO:0045892;GO:0022010;GO:0031018;GO:0010455;GO:0006357;GO:0050885;GO:0006355;GO:0045686;GO:0030154;GO:0000122;GO:0010454;GO:0045687;GO:0031641"
"NLE1","NLE1","NW_021940460.1",103763800,4,6,0,0,0,0,0,2,4,6,0,2,0.666666666666667,0,-Inf,Inf,0.515151515151515,1,"NLE1","NLE1","GO:2001268;GO:0001826;GO:0048705;GO:0061484;GO:0001756;GO:0090263;GO:0001822;GO:0000027;GO:0045930;GO:0007219"
"NLGN1","NLGN1","NW_021940571.1",103763273,2,6,0,3,0,0,1,7,2,9,1,7,0.222222222222222,0.142857142857143,-0.555555555555556,1.55555555555556,1,1,"NLGN1","NLGN1","GO:0099560;GO:0051968;GO:0097104;GO:0097113;GO:0072553;GO:0071277;GO:0097105;GO:0097091;GO:0097119;GO:1902474;GO:0060999;GO:0007268;GO:1900029;GO:0140058;GO:0051965;GO:2000310;GO:2000463;GO:0097115;GO:0060291;GO:0098942;GO:0099054;GO:0048488;GO:0061002;GO:1900244;GO:0010841;GO:0097120;GO:0002087;GO:0098698;GO:2000809;GO:0007416;GO:0007158;GO:1902533;GO:0050804;GO:0007399;GO:0016080;GO:2000311;GO:2000302;GO:0006605;GO:0007157;GO:0097114;GO:1905520;GO:0048789;GO:0031175;GO:0051491;GO:0023041;GO:0016339;GO:1904861;GO:0035418;GO:0048511;GO:0032230;GO:0045184;GO:0048489;GO:0045664"
"NLK","NLK","NW_021940796.1",103762781,1,3,0,0,0,0,0,0,1,3,0,0,0.333333333333333,NA,NA,NA,NA,NA,"NLK","NLK","GO:0007179;GO:0006355;GO:0030178;GO:0050821;GO:0006468;GO:0035556;GO:0000165;GO:0007223;GO:0042501;GO:0046777;GO:0018107"
"NLN","NLN","NW_021939324.1",103758445,1,2,1,1,0,0,4,2,2,3,4,2,0.666666666666667,2,0.666666666666667,0.333333333333333,0.567099567099567,1,"NLN","NLN","GO:0006111;GO:0006518;GO:1902809;GO:0006508"
"NLRC3","NLRC3","NW_021938949.1",103763598,12,24,1,2,0,0,7,17,13,26,7,17,0.5,0.411764705882353,-0.214285714285714,1.21428571428571,0.786761686465884,1,"NLRC3","NLRC3","GO:1901223;GO:0048147;GO:0032720;GO:0032715;GO:0050728;GO:0043124;GO:0032688;GO:0045824;GO:0007249;GO:0050680;GO:0014067;GO:0032088;GO:0042110;GO:0035556;GO:0032687;GO:1900016;GO:1900226"
"NLRC5","NLRC5","NW_021938838.1",103758013,21,28,9,4,0,0,18,14,30,32,18,14,0.9375,1.28571428571429,0.270833333333333,0.729166666666667,0.518663345227947,1,"NLRC5","NLRC5","GO:0045944;GO:0060335;GO:0009617;GO:0035556;GO:0032480;GO:0045345;GO:0043549;GO:0060340;GO:0045087;GO:0060339;GO:0051607;GO:0032088"
"NLRP3","LOC103760015","NW_021940711.1",103760015,8,10,4,5,0,0,24,13,12,15,24,13,0.8,1.84615384615385,0.566666666666667,0.433333333333333,0.129892170756279,1,"NLRP3","NLRP3","GO:0071222;GO:0002523;GO:0006915;GO:2000553;GO:0050728;GO:0051092;GO:0002830;GO:0045944;GO:0032753;GO:0032731;GO:0002674;GO:0032691;GO:1901223;GO:0006952;GO:0045087;GO:0014070;GO:0006954;GO:0045630;GO:0045471;GO:0009595;GO:0032088;GO:0016579;GO:0043280;GO:0007165"
"NLRX1","NLRX1","NW_021940545.1",103762238,9,18,4,6,0,0,3,4,13,24,3,4,0.541666666666667,0.75,0.277777777777778,0.722222222222222,0.692238382270325,1,"NLRX1","NLRX1","GO:0043124;GO:0016032;GO:0032688;GO:0050728;GO:0032480;GO:0045824;GO:0035556;GO:0045087;GO:0032715;GO:0039536"
"NMB","NMB","NW_021939189.1",103757950,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,"NMB","NMB","GO:0042593;GO:0050482;GO:0007165;GO:0007204;GO:0046888;GO:0007267;GO:0007186;GO:0008284;GO:0007218;GO:0046887"
"NMBR","NMBR","NW_021940604.1",103765417,3,6,1,1,0,0,3,2,4,7,3,2,0.571428571428571,1.5,0.619047619047619,0.380952380952381,0.596153846153846,1,"NMBR","NMBR","GO:0031989;GO:0007200;GO:0007186"
"NMD3","NMD3","NW_021940571.1",103763251,2,9,1,1,0,0,1,3,3,10,1,3,0.3,0.333333333333333,0.1,0.9,1,1,"NMD3","NMD3","GO:0000055;GO:0032092;GO:1904751;GO:1902680"
"NME5","NME5","NW_021940620.1",103755131,2,6,0,1,0,0,0,2,2,7,0,2,0.285714285714286,0,-Inf,Inf,1,1,"NME5","NME5","GO:0009116;GO:1902176;GO:0006165;GO:0021591;GO:0006241;GO:0006183;GO:0007283;GO:0006228;GO:0060271;GO:0007286;GO:0003351"
"NME6","LOC103761805","NW_021939025.1",103761805,0,4,0,0,0,0,1,0,0,4,1,0,0,Inf,1,0,0.2,1,"NME6","NME6","GO:0006228;GO:0006241;GO:0030308;GO:0006183;GO:0006165;GO:0006915;GO:0045839"
"NME7","NME7","NW_021940122.1",103756502,5,2,0,1,0,1,4,6,5,4,4,6,1.25,0.666666666666667,-0.875,1.875,0.656281798696659,1,"NME7","NME7","GO:0006183;GO:0006241;GO:0006228;GO:0006165"
"NME8","NME8","NW_021940535.1",103758863,3,4,1,1,0,0,4,6,4,5,4,6,0.8,0.666666666666667,-0.2,1.2,1,1,"NME8","NME8","GO:0007275;GO:0030317;GO:0060271;GO:0034614;GO:0030154;GO:0007283"
"NME9","NME9","NW_021940603.1",108640963,5,0,1,0,0,0,2,3,6,0,2,3,Inf,0.666666666666667,-Inf,Inf,0.0606060606060606,1,"NME9","NME9","GO:0006241;GO:0006183;GO:0006165;GO:0006228"
"NMI","NMI","NW_021940560.1",103754111,3,1,1,4,0,0,9,5,4,5,9,5,0.8,1.8,0.555555555555556,0.444444444444444,0.417283618252793,1,"NMI","NMI","GO:0060333;GO:0009615;GO:1901223;GO:0006355;GO:0032687;GO:0045089;GO:1902524;GO:0045824;GO:0032688;GO:0008285;GO:0034142;GO:0006366;GO:1901224;GO:0007259;GO:0050729;GO:0002281"
"NMNAT1","NMNAT1","NW_021940578.1",103762080,0,2,1,1,0,0,1,10,1,3,1,10,0.333333333333333,0.1,-2.33333333333333,3.33333333333333,0.476190476190476,1,"NMNAT1","NMNAT1","GO:0009435;GO:0019674;GO:0043410;GO:1990966;GO:0043524;GO:0009611;GO:1902511;GO:0009165"
"NMNAT2","NMNAT2","NW_021940744.1",103764003,0,2,0,1,0,0,0,6,0,3,0,6,0,0,NA,NA,NA,NA,"NMNAT2","NMNAT2","GO:0019674;GO:0009435;GO:0009165"
"NMRAL1","NMRAL1","NW_021938949.1",103763609,5,7,0,1,0,0,8,2,5,8,8,2,0.625,4,0.84375,0.15625,0.0903024825490838,1,"NMRAL1","NMRAL1","GO:0000050"
"NMRK1","NMRK1","NW_021940917.1",103764840,0,1,0,0,0,0,4,4,0,1,4,4,0,1,1,0,1,1,"NMRK1","NMRK1","GO:0016310;GO:0019674;GO:0009435"
"NMRK2","NMRK2","NW_021940718.1",103766896,0,3,1,0,0,0,1,2,1,3,1,2,0.333333333333333,0.5,0.333333333333333,0.666666666666667,1,1,"NMRK2","NMRK2","GO:0019674;GO:0045662;GO:0016310;GO:0009435"
"NMS","NMS","NW_021940813.1",108641578,0,1,0,0,0,0,1,0,0,1,1,0,0,Inf,1,0,1,1,"NMS","NMS","GO:0045475;GO:0007186;GO:0007218"
"NMT1","NMT1","NW_021938794.1",103766616,0,6,0,1,0,0,0,3,0,7,0,3,0,0,NA,NA,NA,NA,"NMT1","NMT1","GO:0042180;GO:0022400;GO:1900740;GO:0018008;GO:0006499;GO:0001701"
"NMT2","NMT2","NW_021940535.1",103763346,1,3,0,0,0,0,0,2,1,3,0,2,0.333333333333333,0,-Inf,Inf,1,1,"NMT2","NMT2","GO:0018008;GO:0022400;GO:0075733"
"NMU","NMU","NW_021938789.1",103760947,3,2,1,0,0,0,1,3,4,2,1,3,2,0.333333333333333,-5,6,0.523809523809524,1,"NMU","NMU","GO:0007218;GO:0007204;GO:0097009;GO:0001659;GO:1904058;GO:0019233;GO:0045987;GO:0007186;GO:0050806;GO:0031652;GO:0060455;GO:0003084;GO:0120061;GO:0042755;GO:2000821;GO:0045187;GO:0120069;GO:0001696;GO:1903999;GO:1902722;GO:0010460;GO:0009648"
"NMUR1","NMUR1","NW_021940207.1",103758312,5,7,1,2,0,0,2,4,6,9,2,4,0.666666666666667,0.5,-0.333333333333333,1.33333333333333,1,1,"NMUR1","NMUR1","GO:0007218;GO:0019722;GO:0006816;GO:0006821;GO:0007186;GO:0048016;GO:0007200;GO:0007202;GO:0006939"
"NMUR2","NMUR2","NW_021939882.1",103755092,0,2,0,0,0,0,1,1,0,2,1,1,0,1,1,0,1,1,"NMUR2","NMUR2","GO:0007625;GO:0007417;GO:0051930;GO:0007631;GO:0006816;GO:0007186;GO:0007218;GO:0048016;GO:0007200;GO:0006940;GO:0002023;GO:0007204;GO:1902476;GO:0007267;GO:0050482;GO:0043006;GO:0019722;GO:0048265"
"NNMT","NNMT","NW_021940545.1",103762307,6,2,0,1,0,0,2,2,6,3,2,2,2,1,-1,2,1,1,"NNMT","NNMT","GO:0010243;GO:0032259;GO:0042493;GO:0031100;GO:0034356"
"NNT","NNT","NW_021940508.1",103765149,5,5,0,2,1,0,5,18,6,7,5,18,0.857142857142857,0.277777777777778,-2.08571428571429,3.08571428571429,0.152509687597694,1,"NNT","NNT","GO:0033273;GO:1902600;GO:0043066;GO:0072593;GO:0045454;GO:0006740;GO:0010918;GO:0001933;GO:0032364;GO:0098869;GO:1903285;GO:0006099"
"NOA1","NOA1","NW_021938789.1",103758206,3,3,0,0,0,0,3,3,3,3,3,3,1,1,0,1,1,1,"NOA1","NOA1","GO:0043457;GO:0010941;GO:0032543;GO:0006915"
"NOB1","NOB1","NW_021938838.1",115308059,0,6,0,1,0,0,0,0,0,7,0,0,0,NA,NA,NA,NA,NA,"NOB1","NOB1","GO:0030490;GO:0000469;GO:0090502;GO:0007601;GO:0006364"
"NOBOX","LOC108641993","NW_021940867.1",108641993,5,4,1,0,0,0,1,0,6,4,1,0,1.5,Inf,1,0,1,1,"NOBOX","NOBOX","GO:0048477;GO:0006357;GO:0007275"
"NOC2L","NOC2L","NW_021940578.1",103762176,8,6,3,2,0,0,2,6,11,8,2,6,1.375,0.333333333333333,-3.125,4.125,0.208695652173913,1,"NOC2L","NOC2L","GO:0000122;GO:0031497;GO:0035067;GO:0034644;GO:2001243;GO:0002903;GO:1901796;GO:0006915;GO:0042273"
"NOC3L","NOC3L","NW_021939122.1",103763153,2,6,3,2,0,1,4,6,5,9,4,6,0.555555555555556,0.666666666666667,0.166666666666667,0.833333333333333,1,1,"NOC3L","NOC3L","GO:0045444;GO:0006270"
"NOC4L","NOC4L","NW_021940379.1",103754853,5,9,2,4,0,0,2,5,7,13,2,5,0.538461538461538,0.4,-0.346153846153846,1.34615384615385,1,1,"NOC4L","NOC4L","GO:0006364"
"NOCT","NOCT","NW_021938789.1",103767461,2,8,0,1,0,0,0,8,2,9,0,8,0.222222222222222,0,-Inf,Inf,0.485380116959064,1,"NOCT","NOCT","GO:0048255;GO:0010629;GO:0009991;GO:0016311;GO:0006739;GO:0007623;GO:0032496;GO:0045995;GO:0032922;GO:0033962;GO:0006366;GO:0045600;GO:0090503;GO:0000290;GO:0042752;GO:0045668"
"NOD1","NOD1","NW_021940535.1",103766482,8,12,0,1,0,0,5,1,8,13,5,1,0.615384615384615,5,0.876923076923077,0.123076923076923,0.0768115942028985,1,"NOD1","NOD1","GO:0070423;GO:0051092;GO:0035556;GO:0050830;GO:0009595;GO:0070374;GO:0006952;GO:0051000;GO:0002221;GO:0043280;GO:0043123;GO:0042981;GO:0000187;GO:0046330;GO:0007254;GO:0016045;GO:0002606;GO:0010942;GO:0006915;GO:0071225;GO:0045087;GO:0007165;GO:0070498;GO:0006919;GO:0032760;GO:1904417;GO:0006954;GO:0032731;GO:1901224;GO:0042742;GO:0032757;GO:0032755"
"NODAL","LOC103763185","NW_021940854.1",103763185,1,11,0,0,0,0,1,0,1,11,1,0,0.0909090909090909,Inf,1,0,0.153846153846154,1,"NODAL","NODAL","GO:0001892;GO:0060766;GO:1900224;GO:0045766;GO:0010085;GO:0001831;GO:0050679;GO:0060391;GO:1901164;GO:0022409;GO:0060137;GO:0048859;GO:2000036;GO:0030509;GO:1900164;GO:0032927;GO:0042074;GO:0060136;GO:0048701;GO:0001893;GO:0010862;GO:0090010;GO:0045944;GO:0009880;GO:0060802;GO:0048327;GO:0001842;GO:0010575;GO:0060395;GO:0048546;GO:0007420;GO:0048382;GO:0051091;GO:0060460;GO:0001889;GO:0010721;GO:0001947;GO:0070374;GO:0000122;GO:0043280;GO:0019827;GO:0002085;GO:0033505;GO:0001944;GO:0010470;GO:0001890;GO:1901383;GO:0035987"
"NOG","NOG","NW_021939798.1",103754891,0,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,"NOG","NOG","GO:0030514;GO:0042060;GO:0090190;GO:0048570;GO:0030509;GO:0060412;GO:0009953;GO:0048712;GO:0055009;GO:0060272;GO:0060513;GO:0060044;GO:0035019;GO:0061384;GO:0060394;GO:0060302;GO:0048318;GO:0042733;GO:2000313;GO:0045944;GO:0060676;GO:0001649;GO:0090193;GO:1905006;GO:0061312;GO:0060825;GO:0048706;GO:0060325;GO:0045668;GO:0061053;GO:0001707;GO:0003151;GO:0050679;GO:0061626;GO:0060425;GO:2001234;GO:0007399;GO:0001701;GO:0042474;GO:0001706;GO:0008045;GO:0003223;GO:0030336;GO:0051216;GO:0090090;GO:0001839;GO:0000122;GO:0001501;GO:0003203;GO:0021510;GO:0061037;GO:0003149;GO:0001837;GO:0001843;GO:0060173;GO:0010628;GO:0021533;GO:0021983"
"NOL10","NOL10","NW_021938895.1",103765775,1,2,0,2,0,0,2,7,1,4,2,7,0.25,0.285714285714286,0.125,0.875,1,1,"NOL10","NOL10","GO:0000462"
"NOL11","NOL11","NW_021939798.1",103755898,1,9,0,1,0,0,5,5,1,10,5,5,0.1,1,0.9,0.1,0.0634674922600619,1,"NOL11","NOL11","GO:0030490;GO:0006364;GO:1901838"
"NOL12","NOL12","NW_021940682.1",103764628,1,1,1,1,0,0,0,4,2,2,0,4,1,0,-Inf,Inf,0.428571428571429,1,"NOL12",NA,NA
"NOL4","NOL4","NW_021939396.1",103761185,0,2,0,1,0,0,1,4,0,3,1,4,0,0.25,1,0,1,1,"NOL4",NA,NA
"NOL4L","NOL4L","NW_021939960.1",103754202,2,6,0,1,0,0,0,1,2,7,0,1,0.285714285714286,0,-Inf,Inf,1,1,"NOL4L",NA,NA
"NOL6","NOL6","NW_021940553.1",103767441,3,8,1,2,0,0,4,26,4,10,4,26,0.4,0.153846153846154,-1.6,2.6,0.241635632924405,1,"NOL6","NOL6","GO:0006364;GO:0006409"
"NOL8","NOL8","NW_021939063.1",108639053,3,2,1,0,0,0,4,3,4,2,4,3,2,1.33333333333333,-0.5,1.5,1,1,"NOL8","NOL8","GO:1902570;GO:0006364"
"NOL9","NOL9","NW_021940578.1",103762096,2,4,1,2,0,0,1,5,3,6,1,5,0.5,0.2,-1.5,2.5,0.604395604395604,1,"NOL9","NOL9","GO:0006364;GO:0000448;GO:0016310;GO:0000460;GO:0006396"
"NOLC1","NOLC1","NW_021939122.1",103767403,4,0,0,0,0,0,2,9,4,0,2,9,Inf,0.222222222222222,-Inf,Inf,0.010989010989011,1,"NOLC1","NOLC1","GO:0006364;GO:0014029;GO:0000278;GO:0008284;GO:0042306;GO:0006970;GO:0033979;GO:0014032;GO:0006417;GO:0045893;GO:0007000"
"NOM1","NOM1","NW_021940812.1",103756435,5,4,0,2,0,0,3,8,5,6,3,8,0.833333333333333,0.375,-1.22222222222222,2.22222222222222,0.659442724458205,1,"NOM1","NOM1","GO:0048820;GO:0008150;GO:0042274"
"NONO","NONO","NW_021939395.1",103767681,1,2,0,1,0,0,0,4,1,3,0,4,0.333333333333333,0,-Inf,Inf,1,1,"NONO","NONO","GO:0006310;GO:0006397;GO:0007623;GO:0006281;GO:0045892;GO:0006355;GO:0008380;GO:0000398;GO:0045087;GO:0002218;GO:0042752;GO:1903377"
"NOP14","NOP14","NW_021938789.1",103755032,10,12,1,0,0,0,5,4,11,12,5,4,0.916666666666667,1.25,0.266666666666667,0.733333333333333,1,1,"NOP14","NOP14","GO:0000447;GO:0000472;GO:0000480;GO:0000462;GO:0030490;GO:0006364;GO:0042274"
"NOP16","NOP16","NW_021939882.1",103764933,0,0,0,0,0,0,2,2,0,0,2,2,NA,1,NA,NA,NA,NA,"NOP16","NOP16","GO:0042273"
"NOP2","NOP2","NW_021940122.1",103762127,5,5,0,4,0,0,2,4,5,9,2,4,0.555555555555556,0.5,-0.111111111111111,1.11111111111111,1,1,"NOP2","NOP2","GO:0000027;GO:0008284;GO:0070475;GO:1901796;GO:0001510;GO:0006357;GO:0000470"
"NOP58","NOP58","NW_021939471.1",103764287,1,3,1,2,0,0,0,5,2,5,0,5,0.4,0,-Inf,Inf,0.46969696969697,1,"NOP58","NOP58","GO:0048254;GO:0006364"
"NOS1","NOS1","NW_021940671.1",103755518,9,26,1,2,0,0,4,5,10,28,4,5,0.357142857142857,0.8,0.553571428571429,0.446428571428571,0.418844445097421,1,"NOS1","NOS1","GO:0006527;GO:0006809;GO:0007520;GO:0007263;GO:0051346;GO:0043267;GO:0010523;GO:0018119;GO:0001666;GO:0042311;GO:0006936;GO:0006941;GO:0045893;GO:1902514;GO:0098735;GO:0032496;GO:0045454;GO:0045944;GO:0045776;GO:0031284;GO:1902307;GO:0055117;GO:0042136;GO:0035066;GO:0051926;GO:0071363;GO:0033555;GO:1903779;GO:0009408;GO:0060314;GO:0098924;GO:0033138;GO:0051612;GO:0009725;GO:0042738;GO:0002028"
"NOS1AP","NOS1AP","NW_021940565.1",103759976,2,5,1,0,0,0,2,2,3,5,2,2,0.6,1,0.4,0.6,1,1,"NOS1AP","NOS1AP","GO:0060307;GO:0003062;GO:1902514;GO:1901841;GO:0010628;GO:0051000;GO:0098901;GO:1902261;GO:0050999;GO:1901381;GO:0098974;GO:0045428;GO:0010750;GO:1903762;GO:0045429;GO:2000170"
"NOS2","NOS2","NW_021940796.1",103762780,8,8,0,1,0,0,9,10,8,9,9,10,0.888888888888889,0.9,0.0123456790123457,0.987654320987654,1,1,"NOS2","NOS2","GO:0032496;GO:0032310;GO:0032635;GO:0071222;GO:0001912;GO:1900015;GO:0019221;GO:0050796;GO:0032637;GO:0042742;GO:0051712;GO:0042127;GO:0045776;GO:0035690;GO:0031284;GO:0006527;GO:0002227;GO:0050829;GO:0006809;GO:0009725;GO:0071346;GO:0018119;GO:0009617;GO:0001666;GO:0007623;GO:0006625;GO:0043457;GO:0006801;GO:0006954;GO:0010629;GO:0042177;GO:0007263;GO:0045454"
"NOTCH1","NOTCH1","NW_021940039.1",103760709,11,36,1,12,0,2,3,20,12,50,3,20,0.24,0.15,-0.6,1.6,0.749743179999047,1,"NOTCH1","NOTCH1","GO:0003180;GO:0045668;GO:0046427;GO:0046533;GO:0003157;GO:0048103;GO:0007219;GO:0045892;GO:0035914;GO:0002040;GO:0001837;GO:0007283;GO:0003151;GO:0045747;GO:0003160;GO:0003169;GO:0001701;GO:0045955;GO:0048754;GO:0045608;GO:0046579;GO:0002052;GO:0045603;GO:0007221;GO:0048711;GO:0006367;GO:0045070;GO:0001708;GO:0002437;GO:0035924;GO:0097150;GO:0031960;GO:1902339;GO:0045967;GO:0045944;GO:0035116;GO:0045662;GO:0007411;GO:0000122;GO:0120163;GO:0001889;GO:0042246;GO:0048709;GO:0043086;GO:0060768;GO:0021915;GO:0070168;GO:0045618;GO:0003162;GO:0060843;GO:0003182;GO:1901201;GO:0032496;GO:0050679;GO:0001947;GO:0060045;GO:0072144;GO:0070986;GO:0060271;GO:0061314;GO:0060038;GO:0014031;GO:0060411;GO:0021515;GO:0061419;GO:0031100;GO:0045893;GO:0030513;GO:2000737;GO:0060354;GO:0072017;GO:0010629;GO:0055008;GO:0006955;GO:2000048;GO:2000811;GO:2000974;GO:0003344;GO:0030279;GO:0030335;GO:0071372;GO:0060528;GO:0007492;GO:0010812;GO:1903849;GO:0050768;GO:0030514;GO:0061384;GO:0009912;GO:0007368;GO:0014807;GO:2001027;GO:0030900;GO:0003256;GO:0003252;GO:0070374;GO:0060982;GO:0048873;GO:0031069;GO:0032495;GO:0090090;GO:0003273;GO:0003241;GO:0060948;GO:0090051;GO:0060979;GO:0030216;GO:1902263;GO:0030324;GO:0060253;GO:0060740;GO:0072044;GO:0060317;GO:0008284;GO:0035148;GO:0010628;GO:0003222;GO:0060842;GO:0003203;GO:0007507;GO:0010614;GO:0008285;GO:0003219;GO:0010832;GO:0006355;GO:0003213;GO:0060412;GO:0007386;GO:0003332;GO:0048708;GO:0048715;GO:0003208;GO:0003270;GO:0060956;GO:0007440;GO:0062043;GO:0003184;GO:0003192;GO:0003207;GO:0003181;GO:0003198;GO:0003209;GO:0007050;GO:0003214;GO:0006959"
